"","artist","song","text"
"842","Harry Connick, Jr.","Supercalifragilisticexpialidocious","Because I was afraid to speak when I was just a lad  
My father gave my nose a tweak and told me I was bad  
Then one day I learned a word that saved my achin' nose  
The biggest word you ever heard and this is how it goes  
Oh, supercalifragilisticexpialidocious  
Even though the sound of it is something quite atrocious  
If you say it loud enough you'll always sound precocious  
Supercalifragilisticexpialidocious  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
I've traveled all around the world and everywhere I went  
I'd use my word and all would say, ""There goes a clever gent""  
But when Dukes and maharajahs pass the time of day with me  
I say my special word and then they ask me out to tea  
Oh, supercalifragilisticexpialidocious  
Even though the sound of it is something quite atrocious  
If you say it loud enough you'll always sound precocious  
Supercalifragilisticexpialidocious  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
Um diddle diddle diddle um diddle ay  
So when the cat has got your tongue there's no need for dismay  
Just summon up this word and then you've got a lot to say  
But better use it carefully or it can change your life  
One night I said it to my girl and now my girl's my wife  
Oh, supercalifragilisticexpialidocious  
Even though the sound of it is something quite atrocious  
If you say it loud enough you'll always sound precocious  
Supercalifragilisticexpialidocious, supercalifragilisticexpialidocious  

"
"843","Oliver","As Long As He Needs Me","As long as he needs me...  
Oh, yes, he does need me...  
In spite of what you see...  
... I'm sure that he needs me.  
  
Who else would love him still  
When they've been used so ill?  
He knows I always will...  
As long as he needs me.  
  
I miss him so much when he is gone,  
But when he's near me  
I don't let on...  
  
... The way I feel inside.  
The love, I have to hide...  
The hell! I've got my pride  
As long as he needs me.  
  
He doesn't say the things he should.  
He acts the way he thinks he should.  
But all the same,  
I'll play  
This game  
His way.  
  
As long as he needs me...  
I know where I must be.  
I'll cling on steadfastly...  
As long as he needs me.  
  
As long as life is long...  
I'll love him right or wrong,  
And somehow, I'll be strong...  
As long as he needs me.  
  
If you are lonely  
Then you will know...  
  
When someone needs you,  
You love them so.  
  
I won't betray his trust...  
Though people say I must.  
  
I've got to stay true, just  
As long as he needs me.

"
"844","Marilyn Manson","Odds Of Even","[Verse:]  
Stood in the face of grim death  
Screaming monsters bring me to deafness  
My dagger and swagger are useless in the face of the mirror  
When the mirror is made of my face  
  
[Chorus:]  
This is the house of death  
Where even angels die in arms of demons  
This is the house of death  
Where even angels die in arms of demons...  
  
[Verse 2:]  
Hide your heart, in your gut (In Your Gut)  
But for what? When they're waiting to pull you apart like a scarecrow  
On death row, soon now all of your secrets are shown  
  
[Chorus:]  
This is the house of death  
Where even angels die in arms of demons  
This is the house of death  
Even angels die in arms of demons...  
  
[Bridge:]  
No-one is exempt from the odds of even  
No-one is exempt from the odds of even  
No-one is exempt from the odds of even  
No-one is exempt from the odds of even

"
"845","David Allan Coe","This Bottle","By David Allan Coe  
  
Dedication: They told me George Jones was full of whiskey and he couldn't sing
anymore. They said he was skinny and sickly looking and he was through. I told
'em he was one of my best friends and whiskey could never make Gorge Jones
quit singing. George was on the wagon when we done this song but he sings like
he wishes he had a drink.  
  
Last week he spent his whole pay check on whiskey  
  
I know friday night he'll do it all again  
  
Oh he'll drink till he falls down  
  
Then he'll order one more round  
  
And then go home with that bottle in his hand  
  
And the only thing I can hold on to  
  
Is this bottle in my hand  
  
I know I'll never have to share it  
  
With any other man  
  
I'm so glad you introduced us  
  
And I'll do the best I can  
  
To be faithful to this bottle in my hand  
  
She told george that changing diapers  
  
Could sure become A drag  
  
And to clean the house and cook for him  
  
Was not her kind of bag  
  
She said she needed someone  
  
Who would love and understand  
  
Then she left him with that bottle in his hand  
  
And the only thing I can hold on to  
  
Is this bottle in my hand  
  
I know I'll never have to share it  
  
With any other man  
  
I'm so glad you introduced us  
  
And I'll do the best I can

"
"846","NOFX","Pods And Gods","Martian men are coming to Earth  
They're abducting all of the jerks  
Martian men are coming to Earth  
Martian men don't take me  
  
Pods are landing from outer space  
Pods are duplicating my face  
Pods are landing from outer space  
Pod thing leave me alone  
  
I don't know what conventions you go to  
I don't know what movies you've seen  
I don't want to hear explanations  
For unexplainable things  
  
It's not I don't believe in aliens  
It's just I really don't care  
I wouldn't mind some interplanetary friends  
Until they come and hang in my own atmosphere  
  
Holy ghost is coming to Earth  
Saving souls of all of the jerks  
The holy ghost is coming to Earth  
Savior men don't take me  
  
The number one son is flipping the tab  
Paying for sins and fun we all had  
The number one son is flipping the bill  
Let me chip in for the tip  
  
I don't understand why you beg for forgiveness  
Just before you do it again  
Is it more altruistic to worship  
Or actually help fellow man  
  
It's not I don't believe in Jesus Christ  
It's just I care about other things  
The world could certainly use some miracles  
Until then I'll put my faith in human beings

"
"847","Peter Cetera","Let It Snow","Let is snow, let is snow  
  
The weather outside is frightful  
The fire is so delightful  
We've got no place to go  
Let it snow, let it snow, let it snow  
  
Let is snow  
  
It doesn't show sings of stopping  
I've brought some corn for popping  
The lights are turned way down low  
Let it snow, let is snow, let it snow  
  
When we finally kiss goodnight  
How I hate going out in the storm  
If you'll really hold me tight  
All the way home I'll be warm  
  
The fire is slowly dying, oh, my dear  
We're still goodbyeing  
As long as you love me so  
Let it snow, let it snow, let it snow  
Let it snow, let it snow, let it snow  
Let is snow, let is snow, let is snow  
  
When we finally kiss goodnight  
How I hate going out in the storm  
If you'll really hold me tight  
All the way home I'll be warm  
  
The weather outside is frightful  
The fire is so delightful  
As long as you love me so  
Let it snow, let it snow, let it snow  
Let it snow, let it snow, let it snow  
  
Let is snow, let is snow  
Let is snow, let is snow

"
"848","Everclear","Eleanor Young","Eleanor young, eleanor child  
Standing on a lonely hilltop in the appalachian wild  
Eleanor sing, eleanor scream  
Shout loud for your own green world  
Doors don't open for the country girl  
Oh, they lied to you  
They sung to you songs you weren't meant to hear  
They showed you life your eyes were never meant to see  
Yeah, you should have seen right through  
But you believed  
  
Eleanor grow, eleanor cold  
Midnight in a dim-lit diner, in the driving detroit snow  
Eleanor yearn, eleanor learn  
One child with no last name  
Your boyfriend runs who do you blame  
Oh, he lied to you  
He did to you things they taught you were sin  
He took from you the best that was within you  
He showed you things your eyes should never have seen  
And the saddest thing of all, baby you believed  
Yeah, yeah, the saddest thing of all, you believed  
Yeah mama you believed  
  
Eleanor age, eleanor cage  
See california on new year's day  
Sun shines warm on the rose parade  
Eleanor ache, eleanor break  
Come out west with your last born child  
I grew up scared, weird, and wild  
Oh you lied to me  
You hid from me knowledge I should have known  
You kept from me the life that was my own  
You shielded me from things I should have seen  
For a very short while mama, I believed...

"
"849","Justin Bieber","Somebody To Love","Oh oh for you I'd write a symphony!  
I'd tell the violins  
It's time to sink or swim  
March and play for ya!  
  
For you I'd be, whoa  
Running a thousand miles to get to where you are  
Step to the beat of my heart.  
I don't need a whole lot but coming from you I admit I  
Rather give you the world or we can share mine!  
I know that I won't be the first one given you all this attention, baby listen  
  
I just need somebody to love  
I-I, I don't need too much just need somebody to love (Somebody to love)  
I don't need nothing else, I promise girl I swear.  
I just need somebody to love.  
  
(I need somebody I-I need somebody  
I need somebody I-I need somebody)  
  
Everyday I bring the sun around,  
I sweep away the clouds.  
Smile for me (Smile for me)  
  
I would take, every second, every single time  
Spend it like my last dime, step to the beat of my heart.  
  
I don't need a whole lot but coming from you I admit I  
I'd rather give you the world or we can share mine!  
  
I know I won't be the first one,  
Given you all this attention baby listen!  
  
I just need somebody to love I-I I don't need too much  
Just need somebody to love. (just need somebody to love)  
I don't need nothing else, I promise girl I swear.  
I just need somebody to love.  
  
I need somebody, I-I need somebody,  
I need somebody, I-I need somebody.  
I need somebody, I-I need somebody,  
I need somebody, I-I need somebody. (Somebody to love, somebody to love.)  
I just need somebody to love.  
  
And you can have it all, anything you want.  
I can bring you, give you, the finer things yeah!  
  
But what I really want, I can't find 'cause,  
Money can't find me somebody to love.  
  
Oh whoa, find me somebody to love ooh  
  
I need somebody to love, I-I don't need too much  
Just somebody to love, somebody to love,  
I don't need nothing else,  
I promise girl I swear, I just need somebody to love.  
  
I need somebody, I-I need somebody,  
I need somebody, I-I need somebody somebody to love  
I need somebody, I-I need somebody,  
I need somebody, (I swear I just need somebody to love) I-I need somebody to
love  
  
(I need somebody)  
  
Is she out there, is she out there, is she out there!  
I just need somebody to love.

"
"850","Westlife","Love Crime","I didn't know what to say  
I tried to look the other way  
When I saw you there with him  
Acting like I don't care  
But you can read from how I stare  
That I'm hurting deep inside  
But even though you look so good tonight  
I'll be fine  
  
But I know that for you  
To be here without me by your side  
It's a love crime  
Why you act so surprised  
I can tell from the guilt in your eyes  
It's a love crime to me  
  
Love has never been good to me  
Maybe it's just my destiny  
To live my life alone  
Who was I trying to fool  
Thinking our love would break the rule  
Still I'm standing on my own  
And even though you look so good tonight  
I'll be fine  
  
But I know that for you  
To be here without me by your side  
It's a love crime  
Why you act so surprised  
I can tell from the guilt in your eyes  
It's a love crime to me  
  
Here I am not knowing  
Tell me what to do  
  
But I know that for you  
To be here without me by your side  
It's a love crime  
Why you act so surprised  
I can tell from the guilt in your eyes  
It's a love crime to me

"
"851","Leann Rimes","Love Sick Blues","I got a feelin' called blue'ue'ues  
Oh lord  
Since my baby said good-bye  
I'd don't what I'm gonna do  
All I do is sit and sigh  
Oh lord  
The last long day said good-bye  
Well I know how hard I would cry  
  
He'll do me  
He'll do you  
He's got that kinda lovin'  
Lord I love to hear it  
When he calls me sweet baby  
Such a beautiful dream  
I had to think it all o'over  
I lost my heart it seems  
  
Well I got some esteem somehow  
I'm nobody's sugar baby now  
I got the lo'o'onesome  
I've got the lovesick blues  
  
Well I'm in love  
I'm in love  
With a wonderful guy  
That's what's the matter with me  
I'm in love  
I'm in love with a wonderful guy  
But he don't care about me  
  
Well I've tried and tried  
To keep him satisfied  
But he just can't see  
And now that he is lea'ea'eavin'  
That is all I can say  
  
I got a feelin' called blue'ue'ues  
Oh lord  
Since my baby said good-bye  
I don't know what I'm gonna do'o'o  
All I do is sit and sigh, oh lord  
The last long day said good-bye  
Well I know how hard I would cry  
  
He'll do me  
He'll do you  
He's got that kinda lovin'  
Lord I love to hear it  
When he calls me sweet ba'a'aby  
Such a beautiful dream  
I had to think it all over  
I lost my heart it seems  
Well I've gone so  
Just for that man somehow  
I'm nobody's sugar baby now  
I got the lo'o'onesome  
I've got the lovesick blues, yeah  
I got the lo'o'onesome  
I've got the lovesick blues

"
"852","Modern Talking","Mrs. Robota","Oh everyday and just every night  
I see your face babe on my laptop screen  
You're high and low and just between  
Oh everyday and just every night  
I send an e-mail to the dream factory  
I asked if you're reality  
But more and more I like you more than just before  
  
Oh la da die, oh la da da  
Only a vision, Mrs. Robota  
Oh, oh, oh, la da die, oh la da da  
Only a computer, without a heart  
Oh Mrs. Robota, just a fantasy can't break my heart  
Mrs. Robota, only a fiction, right from the start  
It's impossible  
  
Oh every morning, when I wake up  
I push the bottom for a brand new game  
Can't live without you, it's a shame  
I hear your voice, and I see your face  
I can't believe, oh babe you blow my mind  
There is no answer, I can find  
And more and more I like you more than just before

"
"853","Yukmouth","What It Do","(uh) I hit the club with a crew of niggas, (what it do nigga, what it do
nigga) You wanna fight I wanna shot a nigga, (what it do nigga, what it do
nigga) You disrespect me I'mma bruise a nigga (what it do nigga, what it do
nigga) Think I'm a punk come and prove it nigga (what it do nigga, what it do
nigga) fuck a hoe nigga, fuck a hoe nigga, fuck a hoe nigga, fuck a hoe nigga,
fuck a bitch nigga, fuck a bitch nigga, fuck a bitch nigga, fuck a bitch nigga  
E Rock-(uh uh) Fall in the club  
  

"
"854","Perry Como","I Confess","I confess to have a willingness and wanting for you  
To have you here by me, near by me, all my life through  
  
You run around  
You run around  
Run around, baby  
Run around, baby  
Some day, maybe  
We'll have a love  
  
Someday you say, yeah, someday you may  
Be my girl  
Hand in hand we walk, through the land we walk  
Around the world  
But right now  
But right now  
  
You run around  
You run around  
Run around, baby  
Run around, baby  
Some day, maybe  
We'll have a love  
  
You'll be with me 'til eternity  
And be mine  
Sent from above, will be my love 'til  
The end of time  
But right now  
But right now  
  
You run around  
You run around  
Run around, baby  
Run around, baby  
Some day, maybe  
We'll have a love  
  
I confess to have a willingness and wanting for you  
To have you here by me, near by me, all my life through

"
"855","Rush","Tears","All of the seasons  
And all of the days  
All of the reasons  
Why I've felt this way  
So long  
So long  
  
Then lost in that feeling  
I looked in your eyes  
I noticed emotion  
And that you had cried  
For me  
I can see  
  
What would touch me deeper  
Tears that fall from eyes  
That only cry?  
Would it touch you deeper  
Than tears that fall from eyes  
That know why?  
  
A lifetime of questions  
Tears on your cheek  
I tasted the answers  
And my body was weak  
For you  
The truth

"
"856","Who","I Can See For Miles","I know you've deceived me, now here's a surprise  
I know that you have 'cause there's magic in my eyes  
  
I can see for miles and miles and miles and miles and miles  
Oh yeah  
  
If you think that I don't know about the little tricks you've played  
And never see you when deliberately you put things in my way  
  
Well, here's a poke at you  
You're gonna choke on it too  
You're gonna lose that smile  
Because all the while  
  
I can see for miles and miles  
I can see for miles and miles  
I can see for miles and miles and miles and miles and miles  
Oh yeah  
  
You took advantage of my trust in you when I was so far away  
I saw you holding lots of other guys and now you've got the nerve to say  
  
That you still want me  
Well, that's as may be  
But you gotta stand trial  
Because all the while  
  
I can see for miles and miles  
I can see for miles and miles  
I can see for miles and miles and miles and miles and miles  
Oh yeah  
  
I know you've deceived me, now here's a surprise  
I know that you have 'cause there's magic in my eyes  
  
I can see for miles and miles and miles and miles and miles  
Oh yeah  
  
The Eiffel Tower and the Taj Mahal are mine to see on clear days  
You thought that I would need a crystal ball to see right through the haze  
  
Well, here's a poke at you  
You're gonna choke on it too  
You're gonna lose that smile  
Because all the while  
  
I can see for miles and miles  
I can see for miles and miles  
I can see for miles and miles and miles and miles and miles  
And miles and miles and miles and miles  
  
I can see for miles and miles  
I can see for miles and miles  
I can see for miles and miles  
I can see for miles and miles

"
"857","Yngwie Malmsteen","Time Will Tell","I've never killed another man  
I've never lived the master plan  
I can only pray that we'll survive  
  
With every sin and whitened line,  
I see the future slipping by  
The time is nearing, what have we done  
  
Is there a reason? Someone explain?  
And in the end will we pay?  
  
Time will Tell  
I will  
  
The hands of time we can't turn back  
Have we all slipped through the cracks  
Lord have mercy, forgive us all  
  
Is there a reason? Someone explain?  
And in the end will we pay?  
  
Time will Tell  
I will  
  
There's no use looking back  
Everything's turning black  
Time's running out for us all

"
"858","Bonnie Raitt","My Opening Farewell","A lady stands before an open window  
Looking so far away  
She can almost feel the southern winds blow  
Gently touching his restless day  
  
He turns from his window to me  
Sad smile his apology  
Sad eyes reaching to the door  
  
Daylight loses to another evening  
Still he spares me words goodbye  
Sits alone beside me fighting his feelings  
Struggles to speak but in the end can only cry  
  
Suddenly it's so hard to find  
The sound of the words to speak his troubled mind  
So I'm offering ease to him as if to be kind  
  
There's a train every day  
Leading either way  
There's a world you know  
There's a way to go  
I soon believe it's just as well  
This is my opening farewell  
  
A child's drawings left there on the table  
And a woman's silk is lying on the floor  
I would keep them here if I were able  
To lock you safe behind it's open door  
  
Suddenly it's so clear to me  
That I'd ask you to see what you may never see  
Now my kind words find their way back to me  
  
There's a train every day  
Leading either way  
There's world you know  
Got a way to go  
I soon believe it's just as well  
This is my opening farewell  
  
This is my opening farewell.

"
"859","Jimi Hendrix","Valleys Of Neptune ... Arising","(June 7, 1969)  
  
1.  
I feel the ocean swaying me ...  
washing away all my pains.  
See where I was wounded,  
Remember the scar ?  
Now you can't see a thing ...  
And I feel no pain --  
  
Singing about the Valley of Sunsets  
Green and blue ... Canyons too  
Singing about Atlantis love songs.  
The Valleys of Neptune is arising.  
  
2.  
  
Mercury liquid ... Emerald's shining  
Telling me where I came from --  
Honey Sun ... Pourquise Bed he  
lays in -- ... on the Burning  
edge Horizon.  
  
I'm sailing on the Bluebird's mission ...  
Bubble and curls and tiptoes in the foam --  
See the wind make love to all  
the ocean ... Joy spread and  
the massage got home --  
  
Singing about the Valley of Sunsets ...  
Purple and gold ... the Armies of the Lord  
Before ancient Egypt, there were moon trips ...  
The Valleys of Neptune is arising --  
  
3.  
  
Look out East coast, but you're  
gonna have a neighbor,  
A rebirth land ...  
the praying Burning Sands.  
  
We know there were worlds  
so much older ...  
And they shall rise, and  
tell us much more the truth of man --  
  
4.  
  
I see visions of sleeping peaks  
erupting ...  
releasing all hell that  
will shake the Earth from end to end --  
And this ain't bad news, good news,  
or any news ... it's just the truth,  
Better save your souls while  
you can --  
  
Singing about the New Valleys  
of the Sunrise ... Rainbow clean,  
the world is gonna be ...  
Singing about getting ready for the new tide ...  
The Valleys of Neptune is arising.

"
"860","Opeth","Remember Tomorrow","Unchain the colours before my eyes,  
Yesterday's sorrows, tomorrow's white lies.  
Scan the horizon, the clouds take me higher,  
I shall return from out of fire.  
  
Tears for remembrance, and tears for joy,  
Tears for somebody and this lonely boy.  
Out in the madness, the all seeing eye,  
Flickers above us, to light up the sky.  
  
Unchain the colours before my eyes,  
Yesterday's sorrows, tomorrow's white lies.  
Scan the horizon, the clouds take me higher,  
I shall return from out of fire.

"
"861","Tom T. Hall","Homecoming","I guess I should've written, dad  
To let you know that I was coming home  
I've been gone so many years  
I didn't realize you had a phone  
  
I saw your cattle coming in,  
Boy they're looking mighty fat and slick  
I saw fred at the service station  
Told me that his wife is awful sick  
  
You heard my record on the radio  
Oh, well it's just another song  
But I've got a hit recorded  
And it'll be out on the market 'fore too long  
  
I got this ring in mexico  
No, it didn't cost me quite a bunch  
When you're in the business that I'm in  
The people call it puttin' up a front  
  
I know I've lost a little weight  
I guess I am looking kind of pale  
If you didn't know me better, dad  
You'd think that I'd just gotten out of jail  
  
No, we don't ever call them beer joints  
Night clubs are the places that I work  
You meet a lot of people there, but no,  
There ain't much chance of gettin' hurt  
  
I'm sorry that I couldn't be there with you all when momma passed away  
I was on the road and when they came and told me it was just too late  
  
I drove by the grave to see her, boy,  
That really is a pretty stone  
I'm glad that fred and jan are here,  
It's better than you being here alone  
  
Well I knew you's gonna ask me  
Who the lady is that's sleeping in the car  
That's just a girl who works for me  
And, man, she plays a pretty mean guitar  
  
We worked in San Antone last night,  
She didn't even have the time to dress  
She drove me down from nashville and  
To tell the truth I guess she needs the rest  
  
Well, dad, I gotta go,  
We got a dance to work in cartersville tonight  
Let me take your number down,  
I'll call you, and I promise you I'll write  
  
Now you be good and don't be chasin'  
All those pretty women that you know  
And by the way if you see barbara walker  
Tell her that I said ""hello.""

"
"862","XTC","Jason And The Argonauts","There may be no golden fleece,  
But human riches I'll release  
  
Oh, my head is spinning like the world and it's filled with beasts I've seen,  
Let me put my bag down and I'll tell you it all right from the start,  
Like the scarlet woman who would pick on the boys she thought were green,  
And the two faced man who made a hobby of breaking his wife's heart.  
  
Seems the more I travel,  
From the foam to gravel,  
As the nets unravel,  
All exotic fish I find like Jason and the Argonauts  
  
There may be no golden fleece,  
But human riches I'll release  
  
I was in a land where men force women to hide their facial features,  
And here in the west it's just the same but they're using make-up veils.  
I've seen acts of every shade of terrible crime from man-like creatures,  
And I've had the breath of liars blowing me off course in my sails.  
  
Seems the more I travel,  
From the foam to gravel,  
As the nets unravel,  
All exotic fish I find like Jason and the Argonauts  
  
There may be no golden fleece,  
But human riches I'll release.  
  
I have watched the manimals go by  
Buying shoes, buying sweets, buying knives.  
I have watched the manimals and cried  
Buying time, buying ends to other peoples lives.  
  
Jason and the Argonauts  
  
There may be no golden fleece,  
But human riches I'll release.  
  
Jason and the Argonauts  
  
There may be no golden fleece,  
But human riches I'll release.

"
"863","Religious Music","Lord, In Your Love","Lord, in Your love  
You've given life to me  
Lord, in Your love  
Lord, for Your love  
I give my life to You  
Lord, for Your love.  
  
As You she'd Your blood  
May I she'd my blood for You  
In Your Truth revealed  
May my life be ever true.  
  
Through Your grace, my Lord  
Is my life redeemed from sin  
In Your death, my Lord  
Did my life begin again!  
  
I was empty, Lord  
Till Your presence filled my soul  
Without purpose, Lord  
Till Your purpose made me whole.  
  
How can I repay  
All the good You've done for me  
How can I express  
All the love I have for Thee?...

"
"864","Yelawolf","Trunk Muzik","Trunk Muzik, trunk Muzik  
  
Straight from the back of the game I rock it  
Yelawolf's got that crack boy  
In the woods with the S-K I'm cockin'  
You don't want to play with that toy  
Droppin' this heat like an asteroid  
Good in the south like Pastor Troy  
Pull up aside of a 1977  
Sittin' back and sippin' my Crown and seven  
Pimpin' I'm about to get down,  
Look at me changin' lanes  
Twin pipes lookin' like dragon's breath  
(Rooo) Chevrolet's blowin' flames  
Yes I, know it's strange  
Hit you in the left eye  
Hold the change  
Bitch you too heavy to carry  
You don't wanna bury yourself  
Underneath that eight O eight I'm droppin' in your face like  
  
To the DJ's  
Out cruisin'  
I got that Trunk Muzik  
Everybody hop in the Cadillac  
And outta back I'ma throttle the Chevrolet's  
With the bottom won't you roll the window down  
If ya cruisin'  
I got that Trunk Muzik  
Alabama's unanimous animal Yelawolf  
On the eight O eight come and fade away  
Ain't no better way to get down  
  
I told you I was coming  
Said I'd be here in five  
And even though I brought you glasses  
You still cant believe your eyes  
But if you don't believe it by now  
Fuck it just lean to the side  
Hold up wait a minute I don't really  
Wanna leave without a single solitary soul  
need em' for what I'll bring it to 'em  
If your sailin' catch my drift  
Lead me to the door check my list  
Meet me at the floor catch this fist  
Or meet me at the store catch this lick  
Build this house flip this brick  
Real skate borders feel this grip  
Moving through the alleyway  
Look at the people tripping  
Cause I'm on a chopper like  
  
To the DJ's  
Out cruisin'  
I got that Trunk Muzik  
Everybody hop in the Cadillac  
And outta back I'ma throttle the Chevrolet's  
With the bottom won't you roll the window down  
If ya cruisin'  
I got that Trunk Muzik  
Alabama's unanimous animal Yelawolf  
On the eight O eight come and fade away  
Ain't no better way to get down  
  
I have to be the hardest I got diamond nuts  
I piss excellence Ricky Bobby lines em up  
Catfish Billy half pints 'em up  
Yelawolf country fries 'em up  
Pull um in duffle bag then I roll 'em in a river then I hold up  
Watch what the fuck you hold up  
Dynamite sticks will blow up  
Ghet-O-Vision got this sewed up  
Roll up smoke up, everybody wishin' they choose us  
But we don't give a fuck you know what  
I know you didn't see me coming but I'm coming anyway  
Bitch Yelawolf is stylin' on 'em  
  
To the DJ's  
Out cruisin'  
I got that Trunk Muzik  
Everybody hop in the Cadillac  
And outta back I'ma throttle the Chevrolet's  
With the bottom won't you roll the window down  
If ya cruisin'  
I got that Trunk Muzik  
Alabama's unanimous animal Yelawolf  
On the eight O eight come and fade away  
Ain't no better way to get down

"
"865","Kylie Minogue","Death Is Not The End","When you're sad and when you're lonely  
And you haven't got a friend  
Just remember that death is not the end  
  
And all that you held sacred  
Falls down and does not mend  
Just remember that death is not the end  
Not the end, not the end  
Just remember that death is not the end  
  
When you're standing on the crossroad  
That you cannot comprehend  
Just remember that death is not the end  
  
And all your dreams have vanished  
And you don't know what's up the bend  
Just remember that death is not the end  
Not the end, not the end  
Just remember that death is not the end  
  
When the storm clouds gather round you  
And heavy rains descend  
Just remember that death is not the end  
  
And there is no-one there to comfort you  
With a helping hand to lend  
Just remember that death is not the end  
Not the end, not the end  
Just remember that death is not the end  
  
For the tree of life is growing  
Where the spirit never dies  
And the bright light of salvation  
Up in dark and empty skies  
Where the cities are on fire  
With the burning flesh of men  
Just remember that death is not the end  
  
And you search in vain to find  
Some law-abiding citizen  
Just remember that death is not the end  
  
Not the end, not the end  
Just remember that death is not the end  
Not the end, not the end  
Just remember that death is not the end

"
"866","Incognito","One Hundred And Rising","Out in the heat little child  
On the streets runnin' wild  
Barely ten, got a gun  
So now he thinks that he's a man  
Yes he does  
  
Teenage girl out to steal  
''cause her baby is in need of a meal  
Tryin' to cope as best she can  
In the high sunshine, low on hope  
  
Well, there it is summer in the city  
Tryin' to make sense of a world gone crazy  
  
[Chorus:]  
(du do do do do du)  
One hundred and risin'  
(du do do do do du)  
So the tale is told  
(du do do do do du)  
One hundred and risin'  
(du do do do do du)  
  
Old man sitting in the shade  
Won't take part in the charade  
He may be old, but he ain't a foo  
L he has seen how dreams are bought and sold  
  
On every corner, a steady stream  
To buy a thrill, a piper's dream  
While the heat takes its toll  
It's just another day on a city street  
  
You got to do the best you can to get by  
In the high sunshine  
  
[Chorus: x 3]  
Summer madness will unfold  
Tryin' to make sense of a world gone crazy  
Repeat (fade)

"
"867","Journey","Live And Breathe","I've been waiting for the sky to clear, to get me  
Out of here,  
Get me on my way and go  
I've been waiting for a sign to appear,  
To show me the way to a place I've never known  
All I have are my dreams  
Your love and blind faith  
There in the sky spins a wheel, it's givin' me  
The feelin' that my dream  
Came true today  
  
There's a place where we two can be together  
Once the clouds are gone we'll both move on in search of all we've dreamed  
There'll come a day  
Blue skies endless  
And forever  
Well, that time has come  
I've found the sun in you, I live and breathe  
  
From the moment that I close my eyes, feel the  
Sun it rise, hear it echo through my soul  
For the first time in this young man's life, makes  
Me feel alive,  
Fills my heart and makes me stronger  
All I have are my dreams  
Your love and blind faith  
There in the sky spins a wheel, it's givin' me the feelin' that my dream came
true today  
  
There's a place where we two can be together  
Once the clouds are gone we'll both move on in search of all we've dreamed  
There'll come a day  
Blue skies endless  
And forever  
Well, that time has come  
I've found the sun in you, I live and breathe  
  
Someplace closer to both our hearts  
Somewhere further than where we are  
Just as long as there's hope enough  
Long as I live and breathe  
  
There's a place where we two can be together  
Once the clouds are gone we'll both move on in search of all we've dreamed  
There'll come a day  
Blue skies endless  
And forever  
Well, that time has come  
I've found the sun in you, I live and breathe  
  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah  
Yeah, yeah, yeah, yeah

"
"868","Extreme","Nice Place To Visit","Not really lookin' for, for nothing special,  
Just someplace that I can call my own,  
I'm growing tired of, of running wild,  
It's time I settled down  
Bridge:  
There seems to be some lights on,  
But ain't nobody home  
I think I see some lights on,  
But there ain't nobody home  
Ain't being choosy, but  
Don't want no floozy,  
And that's not much to ask  
  
Chorus:  
She's a nice place to visit (3x)  
But I wouldn't want to live her,  
Nice place to visit  
Hey, is anybody home?  
Seeing is believing,  
But looks can be deceiving,  
What you get ain't always what you see  
I like what' s down there,  
But no one is upstairs,  
I think there's bats in the belfry  
Chorus  
I don't know what's come over me,  
I'm blinded by the scenery,  
Nice place to visit,  
I don't know what I'm gonna do  
I'm coming back because of you,  
Nice place to visit, visit, visit...  
Bridge  
This big bad wolf knows  
Which way the wind blows,  
And which little piggy's house is made of brick,  
Must have vacated, or mislocated,  
There's just toys, toys in the attic  
Chorus (hey, is anybody home? )  
Knock, knock, who's there?  
She's a nice place to visit (2x)  

"
